row_index,old_s3_url,new_s3_url,status,moving_logos
275,s3://nw-studio-nkb-uploads/old/otg_prod/09-11-2020/09-11-2020-trainingSession1ForJGCFinalAssignmentC-Telugu-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/09-11-2020/09-11-2020-trainingSession1ForJGCFinalAssignmentC-Telugu-V1-720p_ibhlr.mp4,success,
276,s3://nw-studio-nkb-uploads/old/otg_prod/09-11-2020/09-11-2020-trainingSession1ForJGCFinalAssignmentE-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/09-11-2020/09-11-2020-trainingSession1ForJGCFinalAssignmentE-English-V1-720p_ibhlr.mp4,success,"Only IB HUbs@0m40s(right-to-left,124px);Logo Bottom Right 2@0m40s(right-to-left,125px);NX IB 3@0m40s(right-to-left,125px)"
277,s3://nw-studio-nkb-uploads/old/otg_prod/09-11-2020/09-11-2020-trainingSession1ForJGCFinalAssignmentE-Hindi-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/09-11-2020/09-11-2020-trainingSession1ForJGCFinalAssignmentE-Hindi-V1-720p_ibhlr.mp4,success,"Nxtwave With IB Small@0m49s(right-to-left,63px)"
278,s3://nw-studio-nkb-uploads/old/otg_prod/09-11-2020/09-11-2020-trainingSession1ForJGCFinalAssignmentE-Telugu-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/09-11-2020/09-11-2020-trainingSession1ForJGCFinalAssignmentE-Telugu-V1-720p_ibhlr.mp4,success,"Nxtwave With IB Small@0m56s(right-to-left,193px)"
279,s3://nw-studio-nkb-uploads/old/otg_prod/09-11-2020/9-11-2020-bootstrapGridSystem-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/09-11-2020/9-11-2020-bootstrapGridSystem-English-V1-720p_ibhlr.mp4,success,
280,s3://nw-studio-nkb-uploads/old/otg_prod/09-11-2020/9-11-2020-bootstrapGridSystem-Hindi-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/09-11-2020/9-11-2020-bootstrapGridSystem-Hindi-V1-720p_ibhlr.mp4,success,
281,s3://nw-studio-nkb-uploads/old/otg_prod/09-11-2020/9-11-2020-codingAssignmentSubmission-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/09-11-2020/9-11-2020-codingAssignmentSubmission-English-V1-720p_ibhlr.mp4,success,
282,s3://nw-studio-nkb-uploads/old/otg_prod/09-11-2020/ML Thumbnail Updates/09-11-2020-F1Score-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/09-11-2020/ML Thumbnail Updates/09-11-2020-F1Score-English-V1-720p_ibhlr.mp4,success,
283,s3://nw-studio-nkb-uploads/old/otg_prod/09-11-2020/ML Thumbnail Updates/09-11-2020-KNNQuiz-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/09-11-2020/ML Thumbnail Updates/09-11-2020-KNNQuiz-English-V1-720p_ibhlr.mp4,success,
284,s3://nw-studio-nkb-uploads/old/otg_prod/09-11-2020/ML Thumbnail Updates/09-11-2020-curseOfDimensionality-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/09-11-2020/ML Thumbnail Updates/09-11-2020-curseOfDimensionality-English-V1-720p_ibhlr.mp4,success,
285,s3://nw-studio-nkb-uploads/old/otg_prod/09-11-2020/ML Thumbnail Updates/09-11-2020-multiClassMetrics-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/09-11-2020/ML Thumbnail Updates/09-11-2020-multiClassMetrics-English-V1-720p_ibhlr.mp4,success,
286,s3://nw-studio-nkb-uploads/old/otg_prod/09-11-2020/ML Thumbnail Updates/09-11-2020-predictionOnNewInputs-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/09-11-2020/ML Thumbnail Updates/09-11-2020-predictionOnNewInputs-English-V1-720p_ibhlr.mp4,success,
287,s3://nw-studio-nkb-uploads/old/otg_prod/09-11-2020/MLThumbnailUpdates/09-11-2020-F1Score-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/09-11-2020/MLThumbnailUpdates/09-11-2020-F1Score-English-V1-720p_ibhlr.mp4,success,
288,s3://nw-studio-nkb-uploads/old/otg_prod/09-11-2020/MLThumbnailUpdates/09-11-2020-KNNQuiz-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/09-11-2020/MLThumbnailUpdates/09-11-2020-KNNQuiz-English-V1-720p_ibhlr.mp4,success,
289,s3://nw-studio-nkb-uploads/old/otg_prod/09-11-2020/MLThumbnailUpdates/09-11-2020-curseOfDimensionality-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/09-11-2020/MLThumbnailUpdates/09-11-2020-curseOfDimensionality-English-V1-720p_ibhlr.mp4,success,
290,s3://nw-studio-nkb-uploads/old/otg_prod/09-11-2020/MLThumbnailUpdates/09-11-2020-multiClassMetrics-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/09-11-2020/MLThumbnailUpdates/09-11-2020-multiClassMetrics-English-V1-720p_ibhlr.mp4,success,
291,s3://nw-studio-nkb-uploads/old/otg_prod/09-11-2020/MLThumbnailUpdates/09-11-2020-predictionOnNewInputs-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/09-11-2020/MLThumbnailUpdates/09-11-2020-predictionOnNewInputs-English-V1-720p_ibhlr.mp4,success,
292,s3://nw-studio-nkb-uploads/ccbp_prod/media/video_content/projects/build_your_own_responsive_website/english/10-11-2020-bootstrapGridSystemPart2-English-V2.mp4,,error: Expected output not found: ./processed_videos292/10-11-2020-bootstrapGridSystemPart2-English-V2_ibhlr.mp4,
293,s3://nw-studio-nkb-uploads/ccbp_prod/media/video_content/projects/build_your_own_responsive_website/telugu/10-11-2020-bootstrapGridSystemPart2-Telugu-V2.mp4,,error: Expected output not found: ./processed_videos293/10-11-2020-bootstrapGridSystemPart2-Telugu-V2_ibhlr.mp4,
294,s3://nw-studio-nkb-uploads/old/otg_prod/10-11-2020-Bootstrap-Grid-System-Part2-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/10-11-2020-Bootstrap-Grid-System-Part2-English-V1-720p_ibhlr.mp4,success,
295,s3://nw-studio-nkb-uploads/old/otg_prod/10-11-2020-Bootstrap-Grid-System-Part2-Hindi-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/10-11-2020-Bootstrap-Grid-System-Part2-Hindi-V1-720p_ibhlr.mp4,success,"Only IB HUbs@1m40s(right-to-left,108px);Logo Bottom Right 2@1m40s(right-to-left,108px);NX IB 3@1m40s(right-to-left,108px);Nxtwave With IB in Slide@1m41s(left-to-right,98px)"
296,s3://nw-studio-nkb-uploads/old/otg_prod/10-11-2020-Bootstrap-Grid-System-Part2-Telugu-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/10-11-2020-Bootstrap-Grid-System-Part2-Telugu-V1-720p_ibhlr.mp4,success,
297,s3://nw-studio-nkb-uploads/old/otg_prod/10-11-2020/10-11-2020-Approaches-To-EntrepreneurshipPart6-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/10-11-2020/10-11-2020-Approaches-To-EntrepreneurshipPart6-English-V1-720p_ibhlr.mp4,success,"IB HUbs In Slide@0m24s(right-to-left,82px);IB Co In Slide@0m24s(right-to-left,82px);Only IB HUbs@0m46s(right-to-left,20px);Logo Bottom Right 2@0m46s(right-to-left,20px);NX IB 3@0m46s(right-to-left,20px)"
298,s3://nw-studio-nkb-uploads/old/otg_prod/10-11-2020/10-11-2020-Approaches-To-EntrepreneurshipPart6-Hindi-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/10-11-2020/10-11-2020-Approaches-To-EntrepreneurshipPart6-Hindi-V1-720p_ibhlr.mp4,success,"Only IB HUbs@1m0s(right-to-left,338px);Logo Bottom Right 2@1m0s(right-to-left,338px);NX IB 3@1m0s(right-to-left,338px);Nxtwave With IB in Slide@1m1s(right-to-left,635px)"
299,s3://nw-studio-nkb-uploads/old/otg_prod/10-11-2020/10-11-2020-approachesToEntrepreneurshipPart6-Telugu-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/10-11-2020/10-11-2020-approachesToEntrepreneurshipPart6-Telugu-V1-720p_ibhlr.mp4,success,
300,s3://nw-studio-nkb-uploads/old/otg_prod/11-11-2020/11-11-2020-approachesToEntrepreneurship-Part7-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/11-11-2020/11-11-2020-approachesToEntrepreneurship-Part7-English-V1-720p_ibhlr.mp4,success,"IB HUbs In Slide@0m19s(right-to-left,18px);IB Co In Slide@0m19s(right-to-left,18px)"
301,s3://nw-studio-nkb-uploads/old/otg_prod/11-11-2020/11-11-2020-approachesToEntrepreneurship-Part7-Telugu-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/11-11-2020/11-11-2020-approachesToEntrepreneurship-Part7-Telugu-V1-720p_ibhlr.mp4,success,"IB HUbs In Slide@0m18s(right-to-left,27px);IB Co In Slide@0m18s(right-to-left,27px);Only IB HUbs@0m33s(right-to-left,262px);Logo Bottom Right 2@0m33s(right-to-left,262px);NX IB 3@0m33s(right-to-left,262px);Nxtwave With IB in Slide@0m34s(right-to-left,642px)"
302,s3://nw-studio-nkb-uploads/old/otg_prod/11-11-2020/11-11-2020-bootstrapNavbar-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/11-11-2020/11-11-2020-bootstrapNavbar-English-V1-720p_ibhlr.mp4,success,"Only IB HUbs@1m49s(right-to-left,112px);Logo Bottom Right 2@1m49s(right-to-left,111px);NX IB 3@1m49s(right-to-left,111px);Nxtwave With IB in Slide@1m49s(right-to-left,112px)"
303,s3://nw-studio-nkb-uploads/old/otg_prod/11-11-2020/11-11-2020-bootstrapNavbar-Hindi-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/11-11-2020/11-11-2020-bootstrapNavbar-Hindi-V1-720p_ibhlr.mp4,success,"Only IB HUbs@1m51s(right-to-left,105px);Logo Bottom Right 2@1m51s(right-to-left,659px);NX IB 3@1m51s(right-to-left,106px);Nxtwave With IB in Slide@1m51s(right-to-left,659px)"
304,s3://nw-studio-nkb-uploads/old/otg_prod/11-11-2020/11-11-2020-bootstrapNavbar-Hindi-V2-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/11-11-2020/11-11-2020-bootstrapNavbar-Hindi-V2-720p_ibhlr.mp4,success,"Only IB HUbs@1m51s(right-to-left,105px);Logo Bottom Right 2@1m51s(right-to-left,659px);NX IB 3@1m51s(right-to-left,106px);Nxtwave With IB in Slide@1m51s(right-to-left,659px)"
305,s3://nw-studio-nkb-uploads/old/otg_prod/11-11-2020/11-11-2020-bootstrapNavbar-Telugu-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/11-11-2020/11-11-2020-bootstrapNavbar-Telugu-V1-720p_ibhlr.mp4,success,"Only IB HUbs@2m18s(right-to-left,129px);Logo Bottom Right 2@2m18s(right-to-left,128px);NX IB 3@2m18s(right-to-left,128px);Nxtwave With IB in Slide@2m18s(right-to-left,128px)"
306,s3://nw-studio-nkb-uploads/old/otg_prod/11-11-2020/11-11-2020-propertiesOfSortingAlgorithms-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/11-11-2020/11-11-2020-propertiesOfSortingAlgorithms-English-V1-720p_ibhlr.mp4,success,
307,s3://nw-studio-nkb-uploads/old/otg_prod/11-11-2020/11-11-2020-settingGoals-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/11-11-2020/11-11-2020-settingGoals-English-V1-720p_ibhlr.mp4,success,"NX IB 3@8m33s(top-to-bottom,21px);NX IB 3@10m9s(left-to-right,23px);Only IB HUbs@12m26s(right-to-left,24px);Logo Bottom Right 2@12m26s(right-to-left,23px);NX IB 3@12m26s(right-to-left,23px);NX IB 3@12m32s(top-to-bottom,23px);NX IB 3@13m13s(bottom-to-top,23px);NX IB 3@29m39s(top-to-bottom,21px);NX IB 3@30m42s(bottom-to-top,21px);NX IB 3@34m24s(top-to-bottom,21px);NX IB 3@35m40s(bottom-to-top,21px)"
308,s3://nw-studio-nkb-uploads/old/otg_prod/11-11-2020/11-11-2020-settingGoals-Hindi-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/11-11-2020/11-11-2020-settingGoals-Hindi-V1-720p_ibhlr.mp4,success,"NX IB 3@5m16s(top-to-bottom,21px);NX IB 3@6m21s(left-to-right,23px);Only IB HUbs@6m48s(right-to-left,24px);Logo Bottom Right 2@6m48s(right-to-left,23px);NX IB 3@6m48s(right-to-left,23px);Only IB HUbs@6m48s(right-to-left,24px);Logo Bottom Right 2@6m48s(right-to-left,23px);NX IB 3@6m59s(top-to-bottom,21px);Only IB HUbs@6m59s(left-to-right,24px);Logo Bottom Right 2@6m59s(left-to-right,23px);NX IB 3@7m2s(left-to-right,23px);Only IB HUbs@9m56s(right-to-left,24px);Logo Bottom Right 2@9m56s(right-to-left,23px);NX IB 3@9m56s(right-to-left,23px);NX IB 3@10m1s(top-to-bottom,23px);NX IB 3@10m45s(bottom-to-top,23px);NX IB 3@28m23s(top-to-bottom,21px);NX IB 3@28m35s(bottom-to-top,21px);NX IB 3@29m13s(top-to-bottom,21px);NX IB 3@29m52s(bottom-to-top,21px);NX IB 3@30m11s(top-to-bottom,21px);NX IB 3@30m20s(bottom-to-top,21px);NX IB 3@41m20s(top-to-bottom,23px);NX IB 3@42m57s(bottom-to-top,23px)"
309,s3://nw-studio-nkb-uploads/old/otg_prod/11-11-2020/11-11-2020-settingGoals-Telugu-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/11-11-2020/11-11-2020-settingGoals-Telugu-V1-720p_ibhlr.mp4,success,"NX IB 3@7m38s(top-to-bottom,21px);NX IB 3@8m47s(left-to-right,23px);NX IB 3@9m6s(right-to-left,23px);NX IB 3@9m19s(left-to-right,23px);NX IB 3@9m23s(right-to-left,23px);NX IB 3@9m33s(left-to-right,23px);Only IB HUbs@10m35s(right-to-left,24px);Logo Bottom Right 2@10m35s(right-to-left,23px);NX IB 3@10m35s(right-to-left,23px);NX IB 3@10m40s(top-to-bottom,23px);NX IB 3@11m15s(bottom-to-top,23px);NX IB 3@28m59s(top-to-bottom,21px);NX IB 3@29m1s(bottom-to-top,21px);NX IB 3@29m58s(top-to-bottom,21px);NX IB 3@31m39s(bottom-to-top,21px);NX IB 3@45m41s(bottom-to-top,23px)"
310,s3://nw-studio-nkb-uploads/old/otg_prod/12-11-2020/12-11-2020-IntroductionToIndustrialRevolution4.0VirtualRealityInTraining-Telugu-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/12-11-2020/12-11-2020-IntroductionToIndustrialRevolution4.0VirtualRealityInTraining-Telugu-V1-720p_ibhlr.mp4,success,
311,s3://nw-studio-nkb-uploads/old/otg_prod/12-11-2020/12-11-2020-approachesToEntrepreneurshipPart8-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/12-11-2020/12-11-2020-approachesToEntrepreneurshipPart8-English-V1-720p_ibhlr.mp4,success,"IB HUbs In Slide@0m19s(right-to-left,81px);IB Co In Slide@0m19s(right-to-left,81px);Only IB HUbs@0m36s(right-to-left,32px);Logo Bottom Right 2@0m36s(right-to-left,537px);NX IB 3@0m36s(right-to-left,32px)"
312,s3://nw-studio-nkb-uploads/old/otg_prod/12-11-2020/12-11-2020-approachesToEntrepreneurshipPart8-Telugu-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/12-11-2020/12-11-2020-approachesToEntrepreneurshipPart8-Telugu-V1-720p_ibhlr.mp4,success,"IB HUbs In Slide@0m18s(right-to-left,54px);IB Co In Slide@0m18s(right-to-left,54px);Only IB HUbs@0m34s(right-to-left,58px);Logo Bottom Right 2@0m34s(right-to-left,567px);NX IB 3@0m34s(right-to-left,58px)"
313,s3://nw-studio-nkb-uploads/old/otg_prod/12-11-2020/12-11-2020-approachesToEntreprenuershipPart8-Hindi-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/12-11-2020/12-11-2020-approachesToEntreprenuershipPart8-Hindi-V1-720p_ibhlr.mp4,success,"IB HUbs In Slide@0m12s(right-to-left,39px);IB Co In Slide@0m12s(right-to-left,39px);Only IB HUbs@0m48s(left-to-right,24px);Logo Bottom Right 2@0m48s(left-to-right,24px);NX IB 3@0m48s(left-to-right,24px)"
314,s3://nw-studio-nkb-uploads/old/otg_prod/12-11-2020/12-11-2020-introductionToIndustrialRevolution4.0ViratualRealityInTraning-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/12-11-2020/12-11-2020-introductionToIndustrialRevolution4.0ViratualRealityInTraning-English-V1-720p_ibhlr.mp4,success,
315,s3://nw-studio-nkb-uploads/old/otg_prod/12-11-2020/12-11-2020-introductionToIndustrialRevolution4.0VirtualRealityInTraining-Hindi-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/12-11-2020/12-11-2020-introductionToIndustrialRevolution4.0VirtualRealityInTraining-Hindi-V1-720p_ibhlr.mp4,success,
316,s3://nw-studio-nkb-uploads/old/otg_prod/12-11-2020/12-11-2020-problemSolvingAndDebuggingPart3-Hindi-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/12-11-2020/12-11-2020-problemSolvingAndDebuggingPart3-Hindi-V1-720p_ibhlr.mp4,success,
317,s3://nw-studio-nkb-uploads/old/otg_prod/12-11-2020/12-11-2020-problemSolvingAndDebuggingPart3-Telugu-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/12-11-2020/12-11-2020-problemSolvingAndDebuggingPart3-Telugu-V1-720p_ibhlr.mp4,success,
318,s3://nw-studio-nkb-uploads/old/otg_prod/12-11-2020/12-11-2020-workingWithMNISTDataset-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/12-11-2020/12-11-2020-workingWithMNISTDataset-English-V1-720p_ibhlr.mp4,success,
319,s3://nw-studio-nkb-uploads/old/otg_prod/12-12-2020/12-11-2020-assignmentDayWeek9-mngt-Hindi-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/12-12-2020/12-11-2020-assignmentDayWeek9-mngt-Hindi-V1-720p_ibhlr.mp4,success,
320,s3://nw-studio-nkb-uploads/old/otg_prod/12-12-2020/12-11-2020-assignmentDayWeek9-mngt-Telugu-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/12-12-2020/12-11-2020-assignmentDayWeek9-mngt-Telugu-V1-720p_ibhlr.mp4,success,
321,s3://nw-studio-nkb-uploads/old/otg_prod/12-12-2020/12-11-2020-focusingOnTheRightThingsPart2-xpmf-Hindi-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/12-12-2020/12-11-2020-focusingOnTheRightThingsPart2-xpmf-Hindi-V1-720p_ibhlr.mp4,success,
322,s3://nw-studio-nkb-uploads/old/otg_prod/12-12-2020/12-11-2020-listMethods-tf-Hindi-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/12-12-2020/12-11-2020-listMethods-tf-Hindi-V1-720p_ibhlr.mp4,success,
323,s3://nw-studio-nkb-uploads/ccbp_prod/media/video_content/tech_foundations/programming_foundations/english/13-11-2020-nestedLoops-English-V1.mp4,,error: Expected output not found: ./processed_videos323/13-11-2020-nestedLoops-English-V1_ibhlr.mp4,
324,s3://nw-studio-nkb-uploads/old/otg_prod/13-11-2020/13-11-2020-codeWalkThrough5-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/13-11-2020/13-11-2020-codeWalkThrough5-English-V1-720p_ibhlr.mp4,success,
325,s3://nw-studio-nkb-uploads/old/otg_prod/13-11-2020/13-11-2020-introductionToIndustrialRevolution4.0VirtualRealityInTrainingPart2-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/13-11-2020/13-11-2020-introductionToIndustrialRevolution4.0VirtualRealityInTrainingPart2-English-V1-720p_ibhlr.mp4,success,
326,s3://nw-studio-nkb-uploads/old/otg_prod/13-11-2020/13-11-2020-introductionToIndustrialRevolution4.0VirtualRealityInTrainingPart2-Hindi-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/13-11-2020/13-11-2020-introductionToIndustrialRevolution4.0VirtualRealityInTrainingPart2-Hindi-V1-720p_ibhlr.mp4,success,
327,s3://nw-studio-nkb-uploads/old/otg_prod/13-11-2020/13-11-2020-introductionToIndustrialRevolution4.0VirtualRealityInTrainingPart2-Telugu-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/13-11-2020/13-11-2020-introductionToIndustrialRevolution4.0VirtualRealityInTrainingPart2-Telugu-V1-720p_ibhlr.mp4,success,
328,s3://nw-studio-nkb-uploads/old/otg_prod/13-11-2020/13-11-2020-nestedLoops-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/13-11-2020/13-11-2020-nestedLoops-English-V1-720p_ibhlr.mp4,success,"Nxtwave With IB Small@5m2s(left-to-right,60px)"
329,s3://nw-studio-nkb-uploads/old/otg_prod/13-11-2020/13-11-2020-nestedLoops-tf-Hindi-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/13-11-2020/13-11-2020-nestedLoops-tf-Hindi-V1-720p_ibhlr.mp4,success,"Only IB HUbs@13m38s(right-to-left,122px);Logo Bottom Right 2@13m38s(right-to-left,610px);NX IB 3@13m38s(right-to-left,122px);Only IB HUbs@13m38s(left-to-right,21px);NX IB 3@13m38s(left-to-right,21px);Nxtwave With IB in Slide@13m39s(right-to-left,272px);Only IB HUbs@13m39s(right-to-left,272px);Nxtwave With IB in Slide@13m39s(left-to-right,610px);Only IB HUbs@13m40s(right-to-left,20px);Logo Bottom Right 2@13m40s(right-to-left,21px);NX IB 3@13m40s(right-to-left,21px)"
330,s3://nw-studio-nkb-uploads/old/otg_prod/13-11-2020/13-11-2020-nestedLoops-tf-Telugu-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/13-11-2020/13-11-2020-nestedLoops-tf-Telugu-V1-720p_ibhlr.mp4,success,"Nxtwave With IB Small@5m20s(right-to-left,24px)"
331,s3://nw-studio-nkb-uploads/old/otg_prod/14-12-2020/14-11-2020-implementingPriorityQueuesWithHeaps-cp-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/14-12-2020/14-11-2020-implementingPriorityQueuesWithHeaps-cp-English-V1-720p_ibhlr.mp4,success,"Only IB HUbs@11m18s(right-to-left,16px);Logo Bottom Right 2@11m18s(right-to-left,16px);NX IB 3@11m18s(right-to-left,16px)"
332,s3://nw-studio-nkb-uploads/old/otg_prod/14-12-2020/14-11-2020-implementingPriorityQueuesWithHeaps-cp-English-V2-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/14-12-2020/14-11-2020-implementingPriorityQueuesWithHeaps-cp-English-V2-720p_ibhlr.mp4,success,"Only IB HUbs@11m18s(right-to-left,16px);Logo Bottom Right 2@11m18s(right-to-left,16px);NX IB 3@11m18s(right-to-left,16px)"
333,s3://nw-studio-nkb-uploads/ccbp_prod/media/video_content/projects/build_your_own_responsive_website/telugu/16-11-2020-CssSelectorsAndInheritance-pjts-Telugu-V2.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/ccbp_prod/media/video_content/projects/build_your_own_responsive_website/telugu/16-11-2020-CssSelectorsAndInheritance-pjts-Telugu-V2_ibhlr.mp4,success,
334,s3://nw-studio-nkb-uploads/old/otg_prod/16-11-2020/16-11-2020-CssSelectorsAndInheritance-pjts-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/16-11-2020/16-11-2020-CssSelectorsAndInheritance-pjts-English-V1-720p_ibhlr.mp4,success,"Only IB HUbs@1m11s(right-to-left,95px);Logo Bottom Right 2@1m11s(right-to-left,95px);NX IB 3@1m11s(right-to-left,95px);Nxtwave With IB in Slide@1m11s(right-to-left,95px)"
335,s3://nw-studio-nkb-uploads/old/otg_prod/16-11-2020/16-11-2020-CssSelectorsAndInheritance-pjts-Hindi-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/16-11-2020/16-11-2020-CssSelectorsAndInheritance-pjts-Hindi-V1-720p_ibhlr.mp4,success,"Only IB HUbs@2m37s(right-to-left,467px);Logo Bottom Right 2@2m37s(right-to-left,467px);NX IB 3@2m37s(right-to-left,20px);Nxtwave With IB in Slide@2m37s(right-to-left,467px)"
336,s3://nw-studio-nkb-uploads/old/otg_prod/16-11-2020/16-11-2020-CssSelectorsAndInheritance-pjts-Telugu-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/16-11-2020/16-11-2020-CssSelectorsAndInheritance-pjts-Telugu-V1-720p_ibhlr.mp4,success,"Only IB HUbs@2m26s(right-to-left,85px);Logo Bottom Right 2@2m26s(right-to-left,84px);NX IB 3@2m26s(right-to-left,84px);Nxtwave With IB in Slide@2m26s(right-to-left,85px)"
337,s3://nw-studio-nkb-uploads/old/otg_prod/16-11-2020/16-11-2020-cssSelectorsAndInheritance-English-pjts-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/16-11-2020/16-11-2020-cssSelectorsAndInheritance-English-pjts-V1-720p_ibhlr.mp4,success,"Only IB HUbs@1m11s(right-to-left,95px);Logo Bottom Right 2@1m11s(right-to-left,95px);NX IB 3@1m11s(right-to-left,95px);Nxtwave With IB in Slide@1m11s(right-to-left,95px)"
338,s3://nw-studio-nkb-uploads/old/otg_prod/16-11-2020/16-11-2020-solvingHandwrittenDigitRecognitionUsingKNN-ai-ml-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/16-11-2020/16-11-2020-solvingHandwrittenDigitRecognitionUsingKNN-ai-ml-English-V1-720p_ibhlr.mp4,success,
339,s3://nw-studio-nkb-uploads/old/otg_prod/16-11-2020/16-11-2020-stacks-cp-English-V1-720p.mp4,s3://nxtwave-common-media-static/nw-studio-nkb-uploads/old/otg_prod/16-11-2020/16-11-2020-stacks-cp-English-V1-720p_ibhlr.mp4,success,
